dateiname	speicherzeit
rk20021121_2bvr159202	2017-08-31 08:07:46GMT
rk20120515_1bvr178609	2017-08-31 13:00:00GMT
rs20050721_1bvr256103	2017-08-31 11:04:48GMT
rk20110606_2bvr096011	2017-08-31 13:14:24GMT
rk20120702_2bvr237710	2017-08-31 12:56:58GMT
rk20100906_1bvr229710	2017-08-31 13:26:14GMT
rk19980326_1bvr234195	2017-08-31 09:30:34GMT
rk20091028_2bvr223609	2017-08-31 10:01:16GMT
rk20170308_1bvr186816	2017-08-31 11:50:28GMT
rk19991104_1bvr231098	2017-08-31 09:06:40GMT
rk20020522_1bvr079796	2017-08-31 08:16:00GMT
rk19991201_1bvr017694	2017-08-31 09:04:26GMT
rk20030826_1bvr100302	2017-08-31 11:33:18GMT
rk20030730_1bvr079203	2017-08-31 11:33:38GMT
rk20160616_1bvr170715	2017-08-31 12:04:44GMT
rk19981027_2bvr051591	2017-08-31 09:22:06GMT
rk20170613_1bvr137016	2017-08-31 11:46:20GMT
rk20150804_1bvr222314	2017-08-31 12:21:00GMT
rs20040713_1bvr129894	2017-08-31 11:17:44GMT
rk20141209_2bvr042911	2017-08-31 12:30:08GMT
rk20171110_2bvr177516	2018-03-08 11:59:21GMT
rk20100714_1bvr039509	2017-08-31 13:29:12GMT
rk19991201_1bvr201198	2017-08-31 09:04:54GMT
rk20020911_2bvr136902	2017-08-31 08:11:14GMT
rk20100824_1bvr158410	2017-08-31 13:26:42GMT
rk20101201_1bvr174710	2017-08-31 13:21:42GMT
rk20050308_1bvr198604	2017-08-31 11:10:18GMT
rk20090805_2bvr236508	2017-08-31 10:05:20GMT
rk19990122_2bvr174696	2017-08-31 09:19:06GMT
rk20010125_2bvr003201	2017-08-31 08:42:28GMT
rs19990311_2bvr120698	2017-08-31 09:16:10GMT
rk20080123_2bvr238006	2017-08-31 10:31:24GMT
rk20011010_1bvr197095	2017-08-31 08:28:30GMT
rk20070612_1bvr142607	2017-08-31 10:38:10GMT
rk20081206_2bvr236908	2017-08-31 10:17:26GMT
rk20080416_1bvr225307	2017-08-31 10:26:16GMT
rk20100914_1bvr207010	2017-08-31 13:25:26GMT
rk20130409_1bvr071713	2017-08-31 12:48:14GMT
rk20151008_1bvr132014	2017-08-31 12:16:52GMT
hs19980120_2bvh000292	2017-08-31 09:34:02GMT
rk20150325_1bvr280311	2017-08-31 12:26:46GMT
rk20150504_2bvr216913	2017-08-31 12:25:12GMT
rk20100811_1bvr167009	2017-08-31 13:27:44GMT
rk20021220_2bvr086301	2017-08-31 08:05:16GMT
ls20160921_2bvl000115	2017-08-31 11:58:28GMT
rk20101201_1bvr157210	2017-08-31 13:21:54GMT
qs20150720_1bvq002515	2017-08-31 12:22:06GMT
rk20060331_1bvr244404	2017-08-31 10:55:48GMT
rk20070726_1bvr005507	2017-08-31 10:35:52GMT
rk20001211_2bvr195400	2017-08-31 08:45:16GMT
rk20090325_1bvr090908	2017-08-31 10:11:34GMT
lk19980505_1bvl002397	2017-08-31 09:28:06GMT
rk20020726_2bvr162201	2017-08-31 08:13:02GMT
rk20151006_2bvr206211	2017-08-31 12:17:56GMT
rk20080901_2bvr187207	2017-08-31 10:21:52GMT
rs20010206_1bvr001292	2017-08-31 08:42:04GMT
qk20150803_1bvq002615	2017-09-19 13:57:34GMT
rk20050228_1bvr015505	2017-08-31 11:10:42GMT
rk20100429_2bvr087104	2017-08-31 13:31:58GMT
rk20080401_2bvr268007	2017-08-31 10:26:32GMT
es20140916_2bve001312	2017-08-31 12:32:22GMT
lk19990126_2bvl000298	2017-08-31 09:18:56GMT
rk20031021_2bvr150003	2017-08-31 11:30:40GMT
rk20020930_1bvr174402	2017-08-31 08:10:20GMT
rk20140507_1bvr357113	2017-08-31 12:36:20GMT
rk20090311_2bvr037809	2017-08-31 10:12:22GMT
rk20100914_1bvr087210	2017-08-31 13:25:38GMT
rk20040503_2bvr182502	2017-08-31 11:20:46GMT
rk20071116_1bvr281807	2017-08-31 10:33:44GMT
rk20090513_2bvr071808	2017-08-31 10:09:16GMT
rk20080611_2bvr080608	2017-08-31 10:24:22GMT
rk19980226_2bvr018598	2017-08-31 09:32:04GMT
rk19980805_1bvr047298	2017-08-31 09:24:46GMT
rk20151103_2bvr201909	2017-08-31 12:15:36GMT
rk20140408_1bvr293313	2017-08-31 12:36:52GMT
rk20021121_2bvr220201	2017-08-31 08:07:38GMT
lk20041208_2bvl000104	2017-08-31 11:13:12GMT
rs20091104_1bvr215008	2017-08-31 10:01:00GMT
ls20121204_1bvl000412	2017-08-31 12:51:58GMT
qk20150930_2bvq002915	2017-08-31 12:18:28GMT
rk20170426_1bvr045817	2017-08-31 11:48:14GMT
rk20080709_1bvr051908	2017-08-31 10:23:32GMT
bs20011122_2bvb000101	2017-08-31 08:26:00GMT
rk20081029_2bvr120307	2017-08-31 10:19:22GMT
fs19990617_2bvf000197	2017-08-31 09:11:44GMT
qk20080304_1bvq001208	2017-08-31 10:27:44GMT
rk20160502_2bvr194715	2017-08-31 12:07:24GMT
rk20001214_2bvr051799	2017-08-31 08:44:44GMT
rk20010820_1bvr051599	2017-08-31 08:31:32GMT
rk20010215_2bvr131996	2017-08-31 08:41:10GMT
rk20050303_1bvr192404	2017-08-31 11:10:38GMT
rk19980708_1bvr085187	2017-08-31 09:25:58GMT
rk19980421_1bvr231194	2017-08-31 09:29:00GMT
rk20000214_1bvr039095	2017-08-31 09:00:58GMT
rk20031020_2bvr151503	2017-08-31 11:30:44GMT
cs20050531_2bvc000105	2017-08-31 11:07:32GMT
fs19990916_2bvf000298	2017-08-31 09:08:04GMT
rk20160310_1bvr249215	2017-08-31 12:10:18GMT
qk20011122_2bvq004601	2017-08-31 08:25:54GMT
rk20031008_2bvr146501	2017-08-31 11:31:36GMT
rk20101115_2bvr118309	2017-08-31 13:22:20GMT
cs20170725_2bvc000417	2017-08-31 11:43:46GMT
rk19980918_2bvr147694	2017-08-31 09:23:30GMT
rk20001025_2bvr180400	2017-08-31 08:47:04GMT
rk20120725_2bvr061511	2017-08-31 12:56:06GMT
rk20011115_1bvr072801	2017-08-31 08:26:16GMT
rk20090318_2bvr000808	2017-08-31 10:12:02GMT
rk19980323_1bvr223197	2017-08-31 09:30:48GMT
rk20050425_1bvr064405	2017-08-31 11:08:30GMT
ls20081209_2bvl000107	2017-08-31 10:17:18GMT
rk20090217_1bvr021607	2017-08-31 10:14:16GMT
rk20111005_2bvr106411	2017-08-31 13:09:54GMT
rk20001214_2bvr145796	2017-08-31 08:44:46GMT
rk20090904_1bvr214709	2017-08-31 10:03:42GMT
rk19980409_1bvr041687	2017-08-31 09:29:16GMT
rk20020620_1bvr206296	2017-08-31 08:14:32GMT
rk20040312_1bvr054004	2017-08-31 11:23:50GMT
rk20040322_1bvr224801	2017-08-31 11:23:06GMT
rk20111122_2bvr133410	2017-08-31 13:07:22GMT
lk20000227_2bvl000895	2017-08-31 08:59:46GMT
rk20150421_2bvr246213	2017-08-31 12:25:52GMT
rk20050927_1bvr078905	2017-08-31 11:02:06GMT
rk20010503_1bvr062400	2017-08-31 08:36:58GMT
rk19981020_1bvr173098	2017-08-31 09:22:20GMT
rk19990520_1bvr163195	2017-08-31 09:12:40GMT
rk20130109_2bvr280512	2017-08-31 12:50:48GMT
rk20011004_2bvr120901	2017-08-31 08:28:48GMT
rk20111026_1bvr207511	2017-08-31 13:08:42GMT
rk19980409_1bvr004492	2017-08-31 09:29:12GMT
rs19981029_2bvr120698	2017-08-31 09:21:56GMT
rk20021121_1bvr196502	2017-08-31 08:07:36GMT
rk20150607_2bvr074015	2017-08-31 12:24:04GMT
rk20020724_1bvr064495	2017-08-31 08:13:12GMT
rs20090218a_1bvr307608	2017-08-31 10:13:58GMT
rk20040129_2bvr232103	2017-08-31 11:26:20GMT
rk20080529_1bvr143807	2017-08-31 10:24:40GMT
rk20010222_1bvr033700	2017-08-31 08:40:42GMT
rk20010313_1bvr194299	2017-08-31 08:39:54GMT
rk20170308_2bvr048317	2017-08-31 11:50:24GMT
rk20040728_1bvr015904	2017-08-31 11:17:02GMT
rk20030203_2bvr151202	2017-08-31 08:01:44GMT
rk20000830_1bvr031998	2017-08-31 08:51:02GMT
rk20000616_1bvr153994	2017-08-31 08:54:20GMT
rk20080331_2bvr046708	2017-08-31 10:26:38GMT
rs19990816_1bvr165194	2017-08-31 09:09:24GMT
ls19981111_2bvl001095	2017-08-31 09:21:28GMT
rs20130319_1bvr263512	2017-08-31 12:48:58GMT
rs20091117_1bvr219205	2017-08-31 10:00:26GMT
rk20020429_1bvr181896	2017-08-31 08:17:00GMT
rk19990809_1bvr224598	2017-08-31 09:09:38GMT
lk20170712_2bvl000117	2017-08-31 11:44:36GMT
rk20050721_1bvr058405	2017-08-31 11:04:40GMT
ms20070308_2bvm000603	2017-08-31 10:41:40GMT
rk19981027_2bvr266295	2017-08-31 09:22:08GMT
rk20030225_2bvr028100	2017-08-31 11:40:20GMT
rk19990311_2bvr017199	2017-08-31 09:16:04GMT
rk20090318_2bvr103608	2017-08-31 10:11:56GMT
rk20160422_1bvr053916	2017-08-31 12:07:56GMT
cs20120131_2bvc000611	2017-08-31 13:04:04GMT
rs20090610_1bvr070608	2017-08-31 10:08:32GMT
rk20110606_1bvr139609	2017-08-31 13:14:28GMT
rk19980512_2bvr006196	2017-08-31 09:27:48GMT
rk20150804_1bvr170115	2017-08-31 12:21:04GMT
rk20050316_2bvr031505	2017-08-31 11:10:04GMT
rk20060102_1bvr186805	2017-08-31 10:59:30GMT
rk20020108_1bvr114701	2017-08-31 08:23:44GMT
rk20140408_1bvr013114	2017-08-31 12:36:54GMT
rk20120820_1bvr225011	2017-08-31 12:55:48GMT
rk20110204_1bvr030311	2017-08-31 13:19:40GMT
es20090701_2bve000506	2017-08-31 10:06:56GMT
rk20021218_2bvr161801	2017-08-31 08:05:38GMT
rk20020327_2bvr063601	2017-08-31 08:18:32GMT
rk20070129_2bvr174306	2017-08-31 10:43:08GMT
rk20080505_2bvr161507	2017-08-31 10:25:36GMT
rk20060404_2bvr052306	2017-08-31 10:55:32GMT
rk20080130_2bvr079307	2017-08-31 10:30:56GMT
qk20140730_2bvq002614	2017-08-31 12:34:02GMT
rk20020324_2bvr217501	2017-08-31 08:18:38GMT
rk20071008_2bvr184607	2017-08-31 10:34:32GMT
rk20000623_1bvr003000	2017-08-31 08:54:02GMT
rk20010316_2bvr013801	2017-08-31 08:39:22GMT
rk19981216_2bvr062794	2017-08-31 09:20:04GMT
rk19990729_1bvr113796	2017-08-31 09:09:56GMT
rk20070605_1bvr142807	2017-08-31 10:38:30GMT
rk20080410_1bvr084808	2017-08-31 10:26:22GMT
lk19981117_1bvl001098	2017-08-31 09:21:16GMT
rk20010913_2bvr131601	2017-08-31 08:30:22GMT
rk20170720_2bvr250716	2017-08-31 11:44:18GMT
rk20170306_1bvr274016	2017-08-31 11:50:36GMT
rk19990624_1bvr047698	2017-08-31 09:11:20GMT
qk20171214_2bvq007617	2018-03-07 13:55:44GMT
rs20081014_1bvr231006	2017-08-31 10:20:14GMT
rk20000804_1bvr141099	2017-08-31 08:52:24GMT
rk19990204_1bvr042097	2017-08-31 09:18:22GMT
rk20100907_1bvr216009	2017-08-31 13:26:08GMT
rk20141104_2bvr072312	2017-08-31 12:31:00GMT
qk20081127_1bvq004608	2017-08-31 10:17:48GMT
rk20060926_1bvr182706	2017-08-31 10:46:44GMT
rk20050309_1bvr061604	2017-08-31 11:10:14GMT
rk20120229_2bvr210011	2017-08-31 13:02:42GMT
rk19990121_1bvr064596	2017-08-31 09:19:08GMT
rk20100824_1bvr230909	2017-08-31 13:26:40GMT
rk20050121_2bvr226103	2017-08-31 11:12:06GMT
qk20000430_1bvq001200	2017-08-31 08:55:40GMT
rk20100715_2bvr102308	2017-08-31 13:28:58GMT
rk20090225_1bvr012009	2017-08-31 10:13:22GMT
rk20020208_2bvr180901	2017-08-31 08:20:54GMT
rk20141127_2bvr273514	2017-08-31 12:30:28GMT
rk20030414_1bvr199802	2017-08-31 11:37:48GMT
rk20161216_2bvr242216	2017-08-31 11:54:30GMT
rk19990512_2bvr041599	2017-08-31 09:13:04GMT
rk20001030_2bvr073600	2017-08-31 08:46:36GMT
rk20070622_1bvr015598	2017-08-31 10:37:04GMT
rk20120822_1bvr057312	2017-08-31 12:55:40GMT
rk20150722_2bvr074615	2017-08-31 12:21:58GMT
rk20160707_2bvr140213	2017-08-31 12:03:04GMT
rk20140702_1bvr086213	2017-08-31 12:34:44GMT
rk20070903_1bvr193507	2017-08-31 10:35:24GMT
rk20120626_1bvr028511	2017-08-31 12:57:08GMT
rk20140728_1bvr048213	2017-08-31 12:34:10GMT
rk20120521_1bvr183910	2017-08-31 12:59:12GMT
rk20050317_1bvr004203	2017-08-31 11:09:38GMT
rk20070124_2bvr113304	2017-08-31 10:43:30GMT
rk20171006_2bvr098716	2018-03-07 13:59:03GMT
rk20061201_1bvr162004	2017-08-31 10:45:12GMT
rk19980407_2bvr256095	2017-08-31 09:29:32GMT
qk20040728_1bvq002604	2017-08-31 11:16:58GMT
rk20061011_1bvr179606	2017-08-31 10:46:28GMT
rk20170215_2bvr039516	2017-08-31 11:51:28GMT
qk20010112_1bvq000101	2017-08-31 08:43:40GMT
rk20010206_1bvr103000	2017-08-31 08:42:00GMT
cs20010122_2bvc001599	2017-08-31 08:42:52GMT
rk20160713_1bvr192315	2017-08-31 12:02:32GMT
rk20150108_2bvr241913	2017-08-31 12:29:10GMT
ls20070320_2bvl001104	2017-08-31 10:41:14GMT
rk20120117_1bvr088511	2017-08-31 13:04:52GMT
rk20160628_1bvr161510	2017-08-31 12:03:52GMT
qk20150112_2bvq005314	2017-08-31 12:29:08GMT
rk19980205_1bvr041095	2017-08-31 09:33:18GMT
lk20000227_2bvl000498	2017-08-31 08:59:46GMT
rk20090504_1bvr225108	2017-08-31 10:10:10GMT
qs20151107_2bvq003915	2017-08-31 12:15:24GMT
rk19990315_2bvr024396	2017-08-31 09:15:36GMT
es20130220_2bve001112	2017-08-31 12:49:42GMT
rk20151222_1bvr169015	2017-08-31 12:13:42GMT
qk19990311_2bvq000499	2017-08-31 09:16:00GMT
rk20080825_2bvr221306	2017-08-31 10:22:20GMT
rk20010131_1bvr061992	2017-08-31 08:42:18GMT
rk20060810_2bvr056305	2017-08-31 10:49:36GMT
rk20030930_1bvr086500	2017-08-31 11:32:10GMT
rk20051208_2bvr168604	2017-08-31 11:00:24GMT
rk20070808_2bvr160907	2017-08-31 10:35:42GMT
rk20031204_2bvr192203	2017-08-31 11:28:24GMT
rk20141218_2bvr206311	2017-08-31 12:29:20GMT
rk20060105_2bvr000206	2017-08-31 10:59:26GMT
rk20060822_1bvr116804	2017-08-31 10:49:10GMT
rk20020404_1bvr210594	2017-08-31 08:17:44GMT
rk20021119_2bvr026802	2017-08-31 08:07:58GMT
qk20020130_2bvq000702	2017-08-31 08:22:14GMT
rk20091125_1bvr251509	2017-08-31 10:00:04GMT
cs20001009_2bvc001099	2017-08-31 08:48:20GMT
rk20160225_1bvr104215	2017-08-31 12:11:10GMT
rs20171010_1bvr201916	2018-03-07 13:57:51GMT
rk20131211_2bvr137312	2017-08-31 12:41:06GMT
rk20150429_2bvr080414	2017-08-31 12:25:28GMT
rk20111024_1bvr110311	2017-08-31 13:09:06GMT
rk20021016_2bvr097902	2017-08-31 08:09:50GMT
rk20150227_1bvr012115	2017-08-31 12:27:28GMT
rk20150115_1bvr279613	2017-08-31 12:28:38GMT
rk20100707_1bvr255609	2017-08-31 13:29:24GMT
rk20010425_1bvr197700	2017-08-31 08:37:20GMT
rk20050706_2bvr098404	2017-08-31 11:05:48GMT
rk20001108_1bvr157700	2017-08-31 08:46:24GMT
rk20090902_1bvr317108	2017-08-31 10:04:04GMT
rk20060821_1bvr204703	2017-08-31 10:49:20GMT
ms20061206_2bvm000903	2017-08-31 10:44:54GMT
rk20120515_1bvr282009	2017-08-31 12:59:34GMT
rk20020308_2bvr019602	2017-08-31 08:19:14GMT
rk19980804_1bvr209597	2017-08-31 09:24:58GMT
rk20020130_2bvr197001	2017-08-31 08:21:50GMT
ls19980429_1bvl002593	2017-08-31 09:28:40GMT
lk20000607_1bvl000199	2017-08-31 08:54:34GMT
rk20131203_2bvr229913	2017-08-31 12:41:30GMT
rk20040408_2bvr181103	2017-08-31 11:22:14GMT
rk20000720_1bvr035200	2017-08-31 08:53:00GMT
rk20151222_1bvr234314	2017-08-31 12:13:36GMT
cs20160210_2bvc003014	2017-08-31 12:12:06GMT
rs20070227_1bvr053806	2017-08-31 10:42:02GMT
rk20090217_2bvr137207	2017-08-31 10:14:12GMT
rk20120917_1bvr225411	2017-08-31 12:55:08GMT
bs20011001_2bvb000101	2017-08-31 08:29:12GMT
rk20061219_1bvr209106	2017-08-31 10:44:04GMT
rk20111026_2bvr153909	2017-08-31 13:08:32GMT
rk20060418_1bvr003106	2017-08-31 10:55:10GMT
rk20090518_2bvr220208	2017-08-31 10:09:06GMT
rk20080216_2bvr199807	2017-08-31 10:29:32GMT
rk20060419_2bvr081805	2017-08-31 10:55:04GMT
rs20010403_1bvr168194	2017-08-31 08:38:06GMT
rk19980406_1bvr219497	2017-08-31 09:29:40GMT
rs19980114_1bvr186193	2017-08-31 09:34:42GMT
rk20010613_2bvr141000	2017-08-31 08:35:20GMT
qk20160718_1bvq002716	2017-08-31 12:02:04GMT
rk20100916_2bvr160807	2017-08-31 13:25:12GMT
rk19990707_1bvr034699	2017-08-31 09:10:56GMT
qk20011212_1bvq004801	2017-08-31 08:25:04GMT
rk20150413_1bvr327914	2017-08-31 12:26:22GMT
rk19990218_1bvr215698	2017-08-31 09:17:42GMT
rk20000322_1bvr113696	2017-08-31 08:57:42GMT
rs20100721_1bvr042009	2017-08-31 13:28:36GMT
rk20100809_2bvr061910	2017-08-31 13:27:46GMT
rs20031118_1bvr030296	2017-08-31 11:29:36GMT
rk20090310_1bvr265005	2017-08-31 10:12:32GMT
rk20171207_2bvr044417	2018-03-07 13:59:59GMT
rs20050706_2bvr225904	2017-08-31 11:05:52GMT
rk20091006_2bvr069309	2017-08-31 10:02:14GMT
rk20061207_2bvr204906	2017-08-31 10:44:48GMT
rk20120521_1bvr182210	2017-08-31 12:59:18GMT
rs20080226_2bvr039207	2017-08-31 10:28:40GMT
rk20011115_1bvr163301	2017-08-31 08:26:06GMT
qk20020528_1bvq002901	2017-08-31 08:15:46GMT
rk19990218_2bvr033598	2017-08-31 09:17:48GMT
rk20050630a_2bvr166404	2017-08-31 11:06:22GMT
rk20060427_2bvr184004	2017-08-31 10:54:48GMT
rk20100812_2bvr146510	2017-08-31 13:27:34GMT
rk20021008_1bvr142802	2017-08-31 08:10:02GMT
rk20021219_2bvr125502	2017-08-31 08:05:26GMT
rk20150325_1bvr281114	2017-08-31 12:26:42GMT
rk20060213_1bvr118404	2017-08-31 10:57:54GMT
rk20131014_2bvr196113	2017-08-31 12:42:46GMT
rk20030612_1bvr228502	2017-08-31 11:34:48GMT
rk20080528_1bvr225706	2017-08-31 10:24:42GMT
rk20020930_2bvr178100	2017-08-31 08:10:08GMT
rk20031210_1bvr164400	2017-08-31 11:28:18GMT
rk20170613_2bvr131317	2017-08-31 11:46:14GMT
rk20061108_2bvr019405	2017-08-31 10:45:38GMT
qk20100310_1bvq000410	2017-08-31 09:56:30GMT
rk20020114_2bvr218900	2017-08-31 08:23:26GMT
rk20070116_2bvr118805	2017-08-31 10:43:34GMT
rk20000217_1bvr048499	2017-08-31 09:00:38GMT
rk20090227_1bvr298207	2017-08-31 10:13:04GMT
rk20110511_2bvr076411	2017-08-31 13:15:16GMT
rk20140317_2bvr073613	2017-08-31 12:37:50GMT
cs20090218_2bvc000603	2017-08-31 10:14:06GMT
rk20091221_1bvr081209	2017-08-31 09:59:14GMT
rk20010119_1bvr157100	2017-08-31 08:43:18GMT
rk19980918_2bvr006993	2017-08-31 09:23:26GMT
rk20090730_1bvr266206	2017-08-31 10:05:46GMT
rk19990127_1bvr163894	2017-08-31 09:18:44GMT
rk20121212_1bvr006909	2017-08-31 12:51:38GMT
rk20160917_1bvr066113	2017-08-31 11:58:56GMT
rk20130917_1bvr192812	2017-08-31 12:43:16GMT
rk20150129_2bvr240013	2017-08-31 12:28:08GMT
qk19990806_2bvq003499	2017-08-31 09:09:42GMT
rk20161216_2bvr034916	2017-08-31 11:54:34GMT
rk20050428_1bvr223102	2017-08-31 11:08:14GMT
rk20130705_2bvr295712	2017-08-31 12:46:02GMT
rk20070322_2bvr198305	2017-08-31 10:40:54GMT
rk20150722_2bvr302414	2017-08-31 12:21:52GMT
rk20130826_2bvr044113	2017-08-31 12:43:52GMT
rk20150304_1bvr328014	2017-08-31 12:27:22GMT
es20130917_2bve000413	2017-08-31 12:43:26GMT
rk20100326_2bvr250609	2017-08-31 13:33:14GMT
lk20130903_1bvl000712	2017-08-31 12:43:48GMT
rk20150819_1bvr238811	2017-08-31 12:20:22GMT
lk20020723_2bvl001498	2017-08-31 08:13:22GMT
rk20161122_1bvr231116	2017-08-31 11:55:44GMT
rk20040304_1bvr008800	2017-08-31 11:24:18GMT
rk20161202_1bvr201416	2017-08-31 11:55:26GMT
rk20000224_2bvr237199	2017-08-31 09:00:04GMT
es20070329_2bve000207	2017-08-31 10:40:46GMT
rk20150810_1bvr080012	2017-08-31 12:20:52GMT
rk20080123_1bvr291107	2017-08-31 10:31:18GMT
rk20160606_1bvr271412	2017-08-31 12:06:06GMT
rk20160713_1bvr082613	2017-08-31 12:02:40GMT
rk20010930_2bvr115801	2017-08-31 08:29:20GMT
rk20170217_1bvr078115	2017-08-31 11:51:20GMT
rs20110608_2bvr284609	2017-08-31 13:14:10GMT
rs19991027_1bvr038590	2017-08-31 09:06:54GMT
rk19981118_1bvr082293	2017-08-31 09:21:12GMT
qk20060510_1bvq001406	2017-08-31 10:54:06GMT
cs19980114_2bvc002596	2017-08-31 09:34:30GMT
es20111027_2bve000811	2017-08-31 13:08:24GMT
rk19980430_2bvr078096	2017-08-31 09:28:30GMT
rk20150430_2bvr074615	2017-08-31 12:25:22GMT
rk20091111_1bvr285308	2017-08-31 10:00:42GMT
rk20130627_1bvr150113	2017-08-31 12:46:36GMT
rk20040116_1bvr228503	2017-08-31 11:27:00GMT
rk20100114_2bvr054209	2017-08-31 09:58:26GMT
rk20000308_1bvr112796	2017-08-31 08:59:04GMT
rk20011023_2bvr066600	2017-08-31 08:27:58GMT
rk20130702_2bvr239212	2017-08-31 12:46:26GMT
rs20050125_1bvr133295	2017-08-31 11:11:54GMT
qk20121212_2bvq005412	2017-08-31 12:51:40GMT
rk19990525_1bvr036996	2017-08-31 09:12:20GMT
rk20030827_2bvr203201	2017-08-31 11:33:02GMT
rk19980213_1bvr192196	2017-08-31 09:32:50GMT
rk20151005_2bvr294514	2017-08-31 12:18:06GMT
rk20030205_2bvr032702	2017-08-31 11:41:16GMT
rk20110324_1bvr173710	2017-08-31 13:17:22GMT
rk19991209_1bvr096699	2017-08-31 09:03:50GMT
fs20020919_2bvf000598	2017-08-31 08:11:06GMT
rk20091106_1bvr141008	2017-08-31 10:00:52GMT
rk20100522_2bvr178309	2017-08-31 13:31:00GMT
rk20120619_2bvr252111	2017-08-31 12:57:34GMT
rk20070516_2bvr009307	2017-08-31 10:39:00GMT
rk20001002_2bvr206298	2017-08-31 08:49:08GMT
rk20011011_2bvr151401	2017-08-31 08:28:18GMT
rk20131106_2bvr106613	2017-08-31 12:42:02GMT
rk20040217_1bvr234100	2017-08-31 11:25:38GMT
rk20070419_1bvr199506	2017-08-31 10:40:08GMT
rk20080225_2bvr055507	2017-08-31 10:29:06GMT
rk20140313_2bvr097412	2017-08-31 12:37:58GMT
rk20120917_1bvr297910	2017-08-31 12:55:04GMT
qk20090223_2bvq000709	2017-08-31 10:13:46GMT
rk20090423_1bvr340508	2017-08-31 10:10:32GMT
rk20080211_2bvr016008	2017-08-31 10:30:22GMT
rk19980504_2bvr131497	2017-08-31 09:28:18GMT
rs19980114_1bvr199594	2017-08-31 09:34:46GMT
rk20101208_1bvr038110	2017-08-31 13:21:24GMT
ls20020220_1bvl001997	2017-08-31 08:20:32GMT
rk20101117_1bvr188310	2017-08-31 13:22:14GMT
lk20080908_2bvl000603	2017-08-31 10:21:28GMT
rk20150714_1bvr112714	2017-08-31 12:22:28GMT
rs20010124_1bvr262395	2017-08-31 08:42:34GMT
rk20130421_1bvr042311	2017-08-31 12:47:44GMT
rk20110712_1bvr161611	2017-08-31 13:13:06GMT
rk20000413_1bvr015098	2017-08-31 08:56:20GMT
rk20080519_1bvr326907	2017-08-31 10:25:00GMT
rs20000921_1bvr032196	2017-08-31 08:50:12GMT
rk20160713_2bvr130414	2017-08-31 12:02:30GMT
rk20050607_2bvr182204	2017-08-31 11:07:20GMT
rs20160629_1bvr101515	2017-08-31 12:03:44GMT
rk20020724_2bvr225699	2017-08-31 08:13:08GMT
rs20150114_1bvr093112	2017-08-31 12:28:48GMT
rs20040303_1bvr046103	2017-08-31 11:24:42GMT
rk20011102_2bvr109800	2017-08-31 08:27:24GMT
cs20160404_2bvc005714	2017-08-31 12:09:06GMT
rs20061205_1bvr218606	2017-08-31 10:45:00GMT
rk20161214_2bvr256416	2017-08-31 11:54:46GMT
rk20010930_2bvr133801	2017-08-31 08:29:16GMT
rs20000510_1bvr053996	2017-08-31 08:55:30GMT
rk20090317_2bvr194005	2017-08-31 10:12:08GMT
rk20060215_2bvr147603	2017-08-31 10:57:40GMT
rk19981001_1bvr078198	2017-08-31 09:23:00GMT
rk20080423_2bvr188907	2017-08-31 10:26:00GMT
rk20060724_1bvr097103	2017-08-31 10:49:58GMT
rk20151124_2bvr200213	2017-08-31 12:14:48GMT
rk20060707_2bvr058306	2017-08-31 10:50:52GMT
lk20140304_2bvl000213	2017-08-31 12:38:18GMT
rk20140730_2bvr145714	2017-08-31 12:33:58GMT
rk20100611_2bvr053510	2017-08-31 13:30:20GMT
rk20160331_2bvr092914	2017-08-31 12:09:18GMT
rk20040427_2bvr202099	2017-08-31 11:21:08GMT
rk20151102_1bvr153015	2017-08-31 12:15:42GMT
rk20120515_1bvr190609	2017-08-31 12:59:56GMT
rk20170816_2bvr033616	2017-09-19 12:47:16GMT
rk20130307_2bvr258212	2017-08-31 12:49:20GMT
rk20170308_2bvr228216	2017-08-31 11:50:22GMT
rk19981012_2bvr075389	2017-08-31 09:22:48GMT
rk19980226_1bvr111486	2017-08-31 09:32:02GMT
rs20140226_1bvr047110	2017-08-31 12:38:44GMT
qk20090807_1bvq003509	2017-08-31 10:05:00GMT
rk20071219_1bvr198406	2017-08-31 10:32:50GMT
rk20070531_1bvr131604	2017-08-31 10:38:34GMT
rk19991201_1bvr004098	2017-08-31 09:04:24GMT
qk19990820_2bvq003099	2017-08-31 09:09:12GMT
rk20051205_1bvr001305	2017-08-31 11:00:50GMT
rk20110809_2bvr050711	2017-08-31 13:12:06GMT
rk20061023_1bvr202702	2017-08-31 10:46:02GMT
rk20050909_1bvr062001	2017-08-31 11:03:06GMT
rk20080801_2bvr100108	2017-08-31 10:22:40GMT
rk20090505_1bvr025509	2017-08-31 10:10:02GMT
rk20110428_1bvr075511	2017-08-31 13:15:54GMT
qk20081203_1bvq004708	2017-08-31 10:17:40GMT
rs20111214_2bvr098710	2017-08-31 13:05:50GMT
rk20020510_1bvr168501	2017-08-31 08:16:28GMT
cs20160218_2bvc006914	2017-08-31 12:11:34GMT
es20141204_2bve000314	2017-08-31 12:30:18GMT
rk20160119_2bvr303014	2017-08-31 12:12:52GMT
rk19980219_2bvr188897	2017-08-31 09:32:30GMT
rk20080904_2bvr173906	2017-08-31 10:21:42GMT
rk20080130_2bvr075407	2017-08-31 10:30:52GMT
